Job Title,Hospital,Link,Excel Link
Resident Physician,Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Resident-Physician-Sing/12409244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Resident-Physician-Sing/12409244/"", ""View Job"")"
Senior Staff Nurse,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Staff-Nurse-Sing/34471844/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Staff-Nurse-Sing/34471844/"", ""View Job"")"
"Consultant, Geriatric and Special Needs Dentistry",Unknown,https://careers.singhealth.com.sg/NDCS/job/Singapore-Consultant%2C-Geriatric-and-Special-Needs-Dentistry-Sing/12404044/,"=HYPERLINK(""https://careers.singhealth.com.sg/NDCS/job/Singapore-Consultant%2C-Geriatric-and-Special-Needs-Dentistry-Sing/12404044/"", ""View Job"")"
Operating Theatre Technical Associate,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Operating-Theatre-Technical-Associate-Sing/12414344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Operating-Theatre-Technical-Associate-Sing/12414344/"", ""View Job"")"
Senior Radiographer / Radiographer,Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Radiographer-Radiographer-Sing/12409344/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Radiographer-Radiographer-Sing/12409344/"", ""View Job"")"
Senior / Cardiac Technologist / Cardiac Physiologist,Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Cardiac-Technologist-Cardiac-Physiologist-Sing/12419244/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Cardiac-Technologist-Cardiac-Physiologist-Sing/12419244/"", ""View Job"")"
Senior/ Enrolled Nurse,Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Enrolled-Nurse-Sing/12414244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Enrolled-Nurse-Sing/12414244/"", ""View Job"")"
"Clinical Research Nurse, Investigational Medicine Unit",Contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Clinical-Research-Nurse%2C-Investigational-Medicine-Unit-%28Contract%29-Sing/12399544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Clinical-Research-Nurse%2C-Investigational-Medicine-Unit-%28Contract%29-Sing/12399544/"", ""View Job"")"
Staff Nurse,Inpatient,https://careers.singhealth.com.sg/NHCS/job/Singapore-Staff-Nurse-%28Inpatient%29-Sing/12406644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Staff-Nurse-%28Inpatient%29-Sing/12406644/"", ""View Job"")"
Sponsorship - Bachelor of Science with Honours in Occupational Therapy,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Science-with-Honours-in-Occupational-Therapy-Sing/12404544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Science-with-Honours-in-Occupational-Therapy-Sing/12404544/"", ""View Job"")"
Sponsorship - Bachelor of Science with Honours in Physiotherapy,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Science-with-Honours-in-Physiotherapy-Sing/12404344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Science-with-Honours-in-Physiotherapy-Sing/12404344/"", ""View Job"")"
Sponsorship - Bachelor of Pharmacy,Honours,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Pharmacy-%28Honours%29-Sing/12404744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Pharmacy-%28Honours%29-Sing/12404744/"", ""View Job"")"
Sponsorship - Bachelor of Science,Nursing,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Science-%28Nursing%29-Sing/12404944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Science-%28Nursing%29-Sing/12404944/"", ""View Job"")"
Sponsorship - Diploma in Nursing,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Diploma-in-Nursing-Sing/12405144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Diploma-in-Nursing-Sing/12405144/"", ""View Job"")"
Sponsorship - Bachelor of Science with Honours in Diagnostic Radiography,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Science-with-Honours-in-Diagnostic-Radiography-Sing/12404144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-Bachelor-of-Science-with-Honours-in-Diagnostic-Radiography-Sing/12404144/"", ""View Job"")"
Staff Nurse,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Staff-Nurse-Sing/12657344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Staff-Nurse-Sing/12657344/"", ""View Job"")"
Senior / Medical Social Worker,Unknown,https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Medical-Social-Worker-Sing/18783444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Senior-Medical-Social-Worker-Sing/18783444/"", ""View Job"")"
Senior Staff Nurse,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Staff-Nurse-Sing/24508544/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Staff-Nurse-Sing/24508544/"", ""View Job"")"
"Senior / Patient Service Associate, Inpatient Operations",Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Patient-Service-Associate%2C-Inpatient-Operations-Sing/26851644/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Patient-Service-Associate%2C-Inpatient-Operations-Sing/26851644/"", ""View Job"")"
Temp Patient Services Assistant,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Temp-Patient-Services-Assistant-Sing/37023644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Temp-Patient-Services-Assistant-Sing/37023644/"", ""View Job"")"
Social Work Assistant,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Social-Work-Assistant-Sing/12908144/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Social-Work-Assistant-Sing/12908144/"", ""View Job"")"
"Associate Executive / Senior Associate , Division of Medicine",Clinical Services,https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Executive-Senior-Associate-%28Clinical-Services%29%2C-Division-of-Medicine-Sing/14271644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Associate-Executive-Senior-Associate-%28Clinical-Services%29%2C-Division-of-Medicine-Sing/14271644/"", ""View Job"")"
Associate Consultant,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Associate-Consultant-Sing/26858344/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Associate-Consultant-Sing/26858344/"", ""View Job"")"
Locum Podiatrist,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Locum-Podiatrist-Sing/12909544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Locum-Podiatrist-Sing/12909544/"", ""View Job"")"
"Senior Executive , Eastern General Hospital Planning Office",Future Health Systems,https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Executive-%28Future-Health-Systems%29%2C-Eastern-General-Hospital-Planning-Office-Sing/47065844/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Senior-Executive-%28Future-Health-Systems%29%2C-Eastern-General-Hospital-Planning-Office-Sing/47065844/"", ""View Job"")"
"Assistant Manager, Human Resource",Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Assistant-Manager%2C-Human-Resource-Sing/48249244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Assistant-Manager%2C-Human-Resource-Sing/48249244/"", ""View Job"")"
"Senior / Assistant Manager / Executive, Business Office",Accounts Receivable,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Assistant-Manager-Executive%2C-Business-Office-%28Accounts-Receivable%29-Sing/24763744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Assistant-Manager-Executive%2C-Business-Office-%28Accounts-Receivable%29-Sing/24763744/"", ""View Job"")"
"Senior/Assistant Manager, Group Finance - Central office",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssistant-Manager%2C-Group-Finance-Central-office-Sing/50553644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-SeniorAssistant-Manager%2C-Group-Finance-Central-office-Sing/50553644/"", ""View Job"")"
"Senior Executive/Assistant Manager, Group Finance - Central Office",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-ExecutiveAssistant-Manager%2C-Group-Finance-Central-Office-Sing/50553944/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-ExecutiveAssistant-Manager%2C-Group-Finance-Central-Office-Sing/50553944/"", ""View Job"")"
Research Fellow,Ref:DMSTBT,https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Fellow-%28RefDMSTBT%29-Sing/50559744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Fellow-%28RefDMSTBT%29-Sing/50559744/"", ""View Job"")"
Principal / Senior / Psychologist,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Principal-Senior-Psychologist-Sing/20013844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Principal-Senior-Psychologist-Sing/20013844/"", ""View Job"")"
Senior Manager / Manager,Major Gifts & Stewardship,https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Manager-Manager-%28Major-Gifts-&-Stewardship%29-Sing/39437244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Senior-Manager-Manager-%28Major-Gifts-&-Stewardship%29-Sing/39437244/"", ""View Job"")"
Clinical Associate,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Clinical-Associate-Sing/13498344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Clinical-Associate-Sing/13498344/"", ""View Job"")"
"Senior/Executive, Business Office",Patient Billing / Claims,https://careers.singhealth.com.sg/NHCS/job/Singapore-SeniorExecutive%2C-Business-Office-%28Patient-Billing-Claims%29-Sing/19198744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-SeniorExecutive%2C-Business-Office-%28Patient-Billing-Claims%29-Sing/19198744/"", ""View Job"")"
"Associate Consultants / Consultants / Senior Consultants, Vascular Surgery",Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Associate-Consultants-Consultants-Senior-Consultants%2C-Vascular-Surgery-Sing/19991644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Associate-Consultants-Consultants-Senior-Consultants%2C-Vascular-Surgery-Sing/19991644/"", ""View Job"")"
Radiography Assistant,Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Radiography-Assistant-Sing/12409444/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Radiography-Assistant-Sing/12409444/"", ""View Job"")"
Programme Coordinator,Eating Disorder,https://careers.singhealth.com.sg/SGH/job/Singapore-Programme-Coordinator-%28Eating-Disorder%29-Sing/22286844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Programme-Coordinator-%28Eating-Disorder%29-Sing/22286844/"", ""View Job"")"
Senior Radiographer / Radiographer,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Radiographer-Radiographer-Sing/19996444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Senior-Radiographer-Radiographer-Sing/19996444/"", ""View Job"")"
"Senior Executive/Assistant Manager, Group Communications",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-ExecutiveAssistant-Manager%2C-Group-Communications-Sing/45073744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-ExecutiveAssistant-Manager%2C-Group-Communications-Sing/45073744/"", ""View Job"")"
"Manager, Operations Shared Services",Security,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Manager%2C-Operations-Shared-Services-%28Security%29-Sing/49300844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Manager%2C-Operations-Shared-Services-%28Security%29-Sing/49300844/"", ""View Job"")"
"Senior Executive / Assistant Manager, Centralised Institutional Review Board",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive-Assistant-Manager%2C-Centralised-Institutional-Review-Board-Sing/39466644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive-Assistant-Manager%2C-Centralised-Institutional-Review-Board-Sing/39466644/"", ""View Job"")"
Senior Accountant,Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Senior-Accountant-Sing/38143844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Senior-Accountant-Sing/38143844/"", ""View Job"")"
"Senior Manager,  Operations Shared Services",Security,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Manager%2C-Operations-Shared-Services-%28Security%29-Sing/49271244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Manager%2C-Operations-Shared-Services-%28Security%29-Sing/49271244/"", ""View Job"")"
"Senior/ Assistant Manager, Graduate Medical Education HQ",2-year contract,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-Graduate-Medical-Education-HQ-%282-year-contract%29-Sing/48179544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-Graduate-Medical-Education-HQ-%282-year-contract%29-Sing/48179544/"", ""View Job"")"
"Senior Assistant Manager, Group Marketing Communications",Unknown,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-Group-Marketing-Communications-Sing/42565544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Assistant-Manager%2C-Group-Marketing-Communications-Sing/42565544/"", ""View Job"")"
Social Work Assistant / Coordinator,1-year contract,https://careers.singhealth.com.sg/KKH/job/Singapore-Social-Work-Assistant-Coordinator-%281-year-contract%29-Sing/47397144/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Social-Work-Assistant-Coordinator-%281-year-contract%29-Sing/47397144/"", ""View Job"")"
"Senior Patient Service Associate, Business Office",Financial Counselling,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Patient-Service-Associate%2C-Business-Office-%28Financial-Counselling%29-Sing/49213644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Patient-Service-Associate%2C-Business-Office-%28Financial-Counselling%29-Sing/49213644/"", ""View Job"")"
"Senior Patient Service Associate, Business Office",Accounts Receivable,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Patient-Service-Associate%2C-Business-Office-%28Accounts-Receivable%29-Sing/49212544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Patient-Service-Associate%2C-Business-Office-%28Accounts-Receivable%29-Sing/49212544/"", ""View Job"")"
Associate Consultant / Consultant,Unknown,https://careers.singhealth.com.sg/SCH/job/Singapore-Associate-Consultant-Consultant-Sing/43456044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Associate-Consultant-Consultant-Sing/43456044/"", ""View Job"")"
Research Officer,DMODL,https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Officer-%28DMODL%29-Sing/45459644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Research-Officer-%28DMODL%29-Sing/45459644/"", ""View Job"")"
Staff Nurse,Inpatient,https://careers.singhealth.com.sg/KKH/job/Singapore-Staff-Nurse-%28Inpatient%29-Sing/19960344/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Staff-Nurse-%28Inpatient%29-Sing/19960344/"", ""View Job"")"
Basic Care Assistant,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Basic-Care-Assistant-Sing/14812244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Basic-Care-Assistant-Sing/14812244/"", ""View Job"")"
Nuclear Medicine Technologist,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Nuclear-Medicine-Technologist-Sing/14824644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Nuclear-Medicine-Technologist-Sing/14824644/"", ""View Job"")"
Locum Medical Officer,Anaesthesiology,https://careers.singhealth.com.sg/SGH/job/Singapore-Locum-Medical-Officer-%28Anaesthesiology%29-Sing/17583244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Locum-Medical-Officer-%28Anaesthesiology%29-Sing/17583244/"", ""View Job"")"
Nuclear Medicine Technologist,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Nuclear-Medicine-Technologist-Sing/34366244/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Nuclear-Medicine-Technologist-Sing/34366244/"", ""View Job"")"
"Senior / Patient Service Associate, Specialist Clinics Operations",Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Patient-Service-Associate%2C-Specialist-Clinics-Operations-Sing/33151644/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Patient-Service-Associate%2C-Specialist-Clinics-Operations-Sing/33151644/"", ""View Job"")"
Manager / Senior Manager,Business Office,https://careers.singhealth.com.sg/NCCS/job/Singapore-Manager-Senior-Manager-%28Business-Office%29-Sing/39384644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Manager-Senior-Manager-%28Business-Office%29-Sing/39384644/"", ""View Job"")"
Resident Physician / Staff Registrar,KidSTART@KKH KIDS 0-3,https://careers.singhealth.com.sg/KKH/job/Singapore-Resident-Physician-Staff-Registrar-%28KidSTART%40KKH-KIDS-0-3%29-Sing/42499044/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Resident-Physician-Staff-Registrar-%28KidSTART%40KKH-KIDS-0-3%29-Sing/42499044/"", ""View Job"")"
"Senior Executive / Assistant Manager, Office of Value-Based Healthcare",Unknown,https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Executive-Assistant-Manager%2C-Office-of-Value-Based-Healthcare-Sing/29057844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SKH/job/Singapore-Senior-Executive-Assistant-Manager%2C-Office-of-Value-Based-Healthcare-Sing/29057844/"", ""View Job"")"
Social Work Assistant,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Social-Work-Assistant-Sing/25226644/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Social-Work-Assistant-Sing/25226644/"", ""View Job"")"
Medical Social Worker,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Medical-Social-Worker-Sing/25228544/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Medical-Social-Worker-Sing/25228544/"", ""View Job"")"
Renal Coordinator,Term Contract,https://careers.singhealth.com.sg/SGH/job/Singapore-Renal-Coordinator-%28Term-Contract%29-Sing/14824744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Renal-Coordinator-%28Term-Contract%29-Sing/14824744/"", ""View Job"")"
Enrolled Nurse,Inpatient,https://careers.singhealth.com.sg/KKH/job/Singapore-Enrolled-Nurse-%28Inpatient%29-Sing/19961444/,"=HYPERLINK(""https://careers.singhealth.com.sg/KKH/job/Singapore-Enrolled-Nurse-%28Inpatient%29-Sing/19961444/"", ""View Job"")"
Healthcare Assistant,Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Healthcare-Assistant-Sing/12409644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Healthcare-Assistant-Sing/12409644/"", ""View Job"")"
Senior Executive,Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Executive-Sing/48129044/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Executive-Sing/48129044/"", ""View Job"")"
Bone Marrow Transplant Coordinator,Contract,https://careers.singhealth.com.sg/SGH/job/Singapore-Bone-Marrow-Transplant-Coordinator-%28Contract%29-Sing/14824844/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Bone-Marrow-Transplant-Coordinator-%28Contract%29-Sing/14824844/"", ""View Job"")"
"Manager, Strategic Finance",Unknown,https://careers.singhealth.com.sg/CGH/job/Singapore-Manager%2C-Strategic-Finance-Sing/14187844/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Manager%2C-Strategic-Finance-Sing/14187844/"", ""View Job"")"
"Assistant Manager/Senior Assistant Manager, Finance",Unknown,https://careers.singhealth.com.sg/SHP/job/Singapore-Assistant-ManagerSenior-Assistant-Manager%2C-Finance-Sing/40802244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHP/job/Singapore-Assistant-ManagerSenior-Assistant-Manager%2C-Finance-Sing/40802244/"", ""View Job"")"
"Executive, Cardiac Clinics",Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Executive%2C-Cardiac-Clinics-Sing/23996944/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Executive%2C-Cardiac-Clinics-Sing/23996944/"", ""View Job"")"
"Senior Executive, SingHealth Residency  2-year contract",Post Grad Year 1,https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive%2C-SingHealth-Residency-%28Post-Grad-Year-1%29-2-year-contract-Sing/34260344/,"=HYPERLINK(""https://careers.singhealth.com.sg/SHHQ/job/Singapore-Senior-Executive%2C-SingHealth-Residency-%28Post-Grad-Year-1%29-2-year-contract-Sing/34260344/"", ""View Job"")"
Health Care Assistant  (Full-Time),Inpatient,https://careers.singhealth.com.sg/NHCS/job/Singapore-Health-Care-Assistant-%28Inpatient%29-%28Full-Time%29-Sing/12406844/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Health-Care-Assistant-%28Inpatient%29-%28Full-Time%29-Sing/12406844/"", ""View Job"")"
Pharmacy Assistant,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Pharmacy-Assistant-Sing/13951844/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Pharmacy-Assistant-Sing/13951844/"", ""View Job"")"
Clinical Research Coordinator,Heamatology Trials,https://careers.singhealth.com.sg/NCCS/job/Singapore-Clinical-Research-Coordinator-%28Heamatology-Trials%29-Sing/50429444/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Clinical-Research-Coordinator-%28Heamatology-Trials%29-Sing/50429444/"", ""View Job"")"
Clinical Research Coordinator,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Clinical-Research-Coordinator-Sing/50429344/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Clinical-Research-Coordinator-Sing/50429344/"", ""View Job"")"
Coordinator,LEAP,https://careers.singhealth.com.sg/NCCS/job/Singapore-Coordinator-%28LEAP%29-Sing/50429744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Coordinator-%28LEAP%29-Sing/50429744/"", ""View Job"")"
Associate Psychologist,SPRinT,https://careers.singhealth.com.sg/NCCS/job/Singapore-Associate-Psychologist-%28SPRinT%29-Sing/50429544/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Associate-Psychologist-%28SPRinT%29-Sing/50429544/"", ""View Job"")"
"Manager , Eastern General Hospital Planning Office",Support & Patient Operations - Food Services,https://careers.singhealth.com.sg/EGH/job/Singapore-Manager-%28Support-&-Patient-Operations-Food-Services%29%2C-Eastern-General-Hospital-Planning-Office-Sing/50447544/,"=HYPERLINK(""https://careers.singhealth.com.sg/EGH/job/Singapore-Manager-%28Support-&-Patient-Operations-Food-Services%29%2C-Eastern-General-Hospital-Planning-Office-Sing/50447544/"", ""View Job"")"
Patient Service Associate,Unknown,https://careers.singhealth.com.sg/NCCS/job/Singapore-Patient-Service-Associate-Sing/14909444/,"=HYPERLINK(""https://careers.singhealth.com.sg/NCCS/job/Singapore-Patient-Service-Associate-Sing/14909444/"", ""View Job"")"
Clinical Associate,Unknown,https://careers.singhealth.com.sg/SCH/job/Singapore-Clinical-Associate-Sing/18954444/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Clinical-Associate-Sing/18954444/"", ""View Job"")"
"Senior / Engineer, CHART",Sensing and Robotics Systems,https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Engineer%2C-CHART-%28Sensing-and-Robotics-Systems%29-Sing/26766144/,"=HYPERLINK(""https://careers.singhealth.com.sg/CGH/job/Singapore-Senior-Engineer%2C-CHART-%28Sensing-and-Robotics-Systems%29-Sing/26766144/"", ""View Job"")"
Associate Psychologist,Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Associate-Psychologist-Sing/45403644/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Associate-Psychologist-Sing/45403644/"", ""View Job"")"
Medical Social Worker,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Medical-Social-Worker-Sing/15771944/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Medical-Social-Worker-Sing/15771944/"", ""View Job"")"
Sponsorship - BSc in Biological Sciences  with a Specialisation in Laboratory Medicine,Honours,https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-BSc-in-Biological-Sciences-%28Honours%29-with-a-Specialisation-in-Laboratory-Medicine-Sing/35556044/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Sponsorship-BSc-in-Biological-Sciences-%28Honours%29-with-a-Specialisation-in-Laboratory-Medicine-Sing/35556044/"", ""View Job"")"
"Senior Executive/ Asst Manager,",Unknown,https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Executive-Asst-Manager%2C-Sing/35589744/,"=HYPERLINK(""https://careers.singhealth.com.sg/NNI/job/Singapore-Senior-Executive-Asst-Manager%2C-Sing/35589744/"", ""View Job"")"
Senior Accountant / Assistant Manager,Unknown,https://careers.singhealth.com.sg/NHCS/job/Singapore-Senior-Accountant-Assistant-Manager-Sing/43948944/,"=HYPERLINK(""https://careers.singhealth.com.sg/NHCS/job/Singapore-Senior-Accountant-Assistant-Manager-Sing/43948944/"", ""View Job"")"
Dietitian,Part-Time,https://careers.singhealth.com.sg/SCH/job/Singapore-Dietitian-%28Part-Time%29-Sing/46920244/,"=HYPERLINK(""https://careers.singhealth.com.sg/SCH/job/Singapore-Dietitian-%28Part-Time%29-Sing/46920244/"", ""View Job"")"
Resident Physicians / Staff Registrars,Unknown,https://careers.singhealth.com.sg/SGH/job/Singapore-Resident-Physicians-Staff-Registrars-Sing/12410744/,"=HYPERLINK(""https://careers.singhealth.com.sg/SGH/job/Singapore-Resident-Physicians-Staff-Registrars-Sing/12410744/"", ""View Job"")"
